Date,Open,High,Low,Close,Adj Close,Volume,Day
"Jun 7, 2024",383.09,385.37,380.4,382.61,382.61,"758,200",2446
"Jun 6, 2024",384.43,389.13,382.27,384.88,384.88,"684,400",2445
"Jun 5, 2024",390,390.97,385.09,387.16,387.16,"820,400",2444
"Jun 4, 2024",386.99,396.31,386.5,389.41,389.41,"872,700",2443
"Jun 3, 2024",394.4,399.81,386.09,389.91,389.91,"1,188,500",2442
"May 31, 2024",421.21,421.21,382.12,395.09,395.09,"3,378,100",2441
"May 30, 2024",381.65,388.89,380.74,385.58,385.58,"2,349,900",2440
"May 29, 2024",379,386.46,377.82,378.28,378.28,"1,264,600",2439
"May 28, 2024",381.35,386,377.69,381.13,381.13,"968,500",2438
"May 24, 2024",375.33,383.41,375.31,381.78,381.78,"967,800",2437
"May 23, 2024",380.25,380.8,376.02,376.14,376.14,"850,100",2436
"May 22, 2024",383.1,383.1,376.91,378.33,378.33,"769,800",2435
"May 21, 2024",386.51,388.76,378.09,381.83,381.83,"940,900",2434
"May 20, 2024",392.66,394.98,386.01,386.5,386.5,"1,016,800",2433
"May 17, 2024",402.37,402.37,396.06,399.56,399.56,"533,500",2432
"May 16, 2024",401.84,406.98,400.6,401.04,401.04,"516,900",2431
"May 15, 2024",406.31,407,401.58,403.41,403.41,"501,000",2430
"May 14, 2024",407.4,409.59,401.3,401.68,401.68,"665,700",2429
"May 13, 2024",404.45,411.6,401.32,403.96,403.96,"708,300",2428
"May 10, 2024",397,402.82,397,401.59,401.59,"664,600",2427
"May 9, 2024",389.18,397.14,388,396.67,396.67,"602,600",2426
"May 8, 2024",393.51,397.99,387.23,388.48,388.48,"699,400",2425
"May 7, 2024",393.5,398.8,390.77,393.67,393.67,"789,000",2424
"May 6, 2024",397.28,398.66,392.75,394.88,394.88,"909,500",2423
"May 3, 2024",402.5,404.51,397.28,397.39,397.39,"591,300",2422
"May 2, 2024",402.52,405.18,396.73,397.33,397.33,"639,800",2421
"May 1, 2024",403.14,404.51,398.45,402.11,402.11,"575,700",2420
"Apr 30, 2024",410.04,412.04,402,404.84,404.84,"904,700",2419
"Apr 29, 2024",404.86,410.04,404.14,410.04,410.04,"673,800",2418
"Apr 26, 2024",405.62,411.35,402.95,406.39,406.39,"637,700",2417
"Apr 25, 2024",409.35,409.35,403.13,408.01,408.01,"707,100",2416
"Apr 24, 2024",414.63,417.87,407.16,410.55,410.55,"866,400",2415
"Apr 23, 2024",420.86,424.85,417.27,419.27,419.27,"692,300",2414
"Apr 22, 2024",417.43,419.29,412.64,417.98,417.98,"635,300",2413
"Apr 19, 2024",413.83,418.79,411,413.5,413.5,"1,063,400",2412
"Apr 18, 2024",428.82,428.82,416.58,425.11,425.11,"862,500",2411
"Apr 17, 2024",428.8,429.92,423.68,424.55,424.55,"947,400",2410
"Apr 16, 2024",430.9,432.46,422.1,424.17,424.17,"1,144,500",2409
"Apr 15, 2024",444.36,444.87,431.68,433.24,433.24,"904,800",2408
"Apr 12, 2024",445.55,448.5,441,442.32,442.32,"487,200",2407
"Apr 11, 2024",454.66,455.08,446.74,447.91,447.91,"450,200",2406
"Apr 10, 2024",449.99,453.7,446.23,450.95,450.95,"876,100",2405
"Apr 9, 2024",450.1,455.33,450,454.8,454.8,"595,000",2404
"Apr 8, 2024",453.48,457.75,450.79,452.78,452.78,"967,300",2403
"Apr 5, 2024",447.23,455.4,441.42,444.75,444.75,"1,285,600",2402
"Apr 4, 2024",443.91,467.49,443.58,448.64,448.64,"2,916,900",2401
"Apr 3, 2024",469.57,474.12,438.67,439.98,439.98,"4,214,300",2400
"Apr 2, 2024",527.5,528.8,516.46,519.68,519.68,"609,400",2399
"Apr 1, 2024",520.84,529.67,520.84,529.01,529.01,"647,000",2398
"Mar 28, 2024",515.67,525.77,513.68,522.88,522.88,"804,500",2397
"Mar 27, 2024",515.64,516.66,507.02,513.52,513.52,"923,000",2396
"Mar 26, 2024",505.66,514.68,505,514.34,514.34,"866,700",2395
"Mar 25, 2024",521.97,523.54,505.26,505.57,505.57,"773,700",2394
"Mar 22, 2024",522,526.58,515.27,520.37,520.37,"1,061,000",2393
"Mar 21, 2024",523.96,531.11,521.24,523.55,523.55,"967,900",2392
"Mar 20, 2024",528.63,532.7,522.9,523.96,523.96,"694,700",2391
"Mar 19, 2024",535.08,535.08,524.47,529.08,529.08,"811,500",2390
"Mar 18, 2024",534.36,544.36,525.67,532.33,532.33,"1,064,500",2389
"Mar 15, 2024",504,546.58,502.2,535.98,535.98,"2,890,900",2388
"Mar 14, 2024",572.62,574.76,561.21,565.44,565.44,"1,399,900",2387
"Mar 13, 2024",559.83,572.48,558.33,567.18,567.18,"815,600",2386
"Mar 12, 2024",549.13,556.88,548.15,555.57,555.57,"558,200",2385
"Mar 11, 2024",540.62,549.22,538.54,548.56,548.56,"626,200",2384
"Mar 8, 2024",549.67,551.12,540.12,540.22,540.22,"499,400",2383
"Mar 7, 2024",550.14,554.5,546.36,548.32,548.32,"371,900",2382
"Mar 6, 2024",555.1,555.1,543.63,548.3,548.3,"457,900",2381
"Mar 5, 2024",548,554.74,539.13,549.46,549.46,"545,100",2380
"Mar 4, 2024",545.88,551.84,542.84,546.54,546.54,"481,400",2379
"Mar 1, 2024",548.31,553.42,543.37,549.98,549.98,"548,700",2378
"Feb 29, 2024",559.26,559.26,546.78,548.56,548.56,"1,022,500",2377
"Feb 28, 2024",559.22,563.17,556.92,559.16,559.16,"343,800",2376
"Feb 27, 2024",555.59,562.8,554.66,561.41,561.41,"428,100",2375
"Feb 26, 2024",550.17,557.98,548.93,556.32,556.32,"396,100",2374
"Feb 23, 2024",547.47,553.65,544.99,549.78,549.78,"371,700",2373
"Feb 22, 2024",541.2,547.48,538.67,544.06,544.06,"478,700",2372
"Feb 21, 2024",543.39,548.6,536,538.79,538.79,"723,000",2371
"Feb 20, 2024",529,542.8,528.75,541.29,541.29,"702,300",2370
"Feb 16, 2024",528.41,536.85,527.2,532.09,532.09,"353,300",2369
"Feb 15, 2024",533.74,536.88,528.84,529.88,529.88,"467,800",2368
"Feb 14, 2024",531.21,533.75,521.71,526.59,526.59,"543,700",2367
"Feb 13, 2024",517.89,532.43,514.97,531.06,531.06,"753,500",2366
"Feb 12, 2024",524.01,527.66,520.79,525.06,525.06,"529,600",2365
"Feb 9, 2024",521,524.34,517.16,522.63,522.63,"489,500",2364
"Feb 8, 2024",516.22,522.16,513.3,519.12,519.12,"667,900",2363
"Feb 7, 2024",506.89,516.91,504.58,514.04,514.04,"799,900",2362
"Feb 6, 2024",503.71,504.16,496.1,502,502,"636,500",2361
"Feb 5, 2024",506.51,509.27,496.74,502.38,502.38,"620,200",2360
"Feb 2, 2024",500.46,510.05,491.52,505.33,505.33,"590,300",2359
"Feb 1, 2024",506.55,508.08,499.11,503.52,503.52,"551,300",2358
"Jan 31, 2024",508.74,510.86,500.84,502.05,502.05,"561,400",2357
"Jan 30, 2024",505.77,511.58,501.86,508.74,508.74,"831,700",2356
"Jan 29, 2024",493.06,509.6,493.06,507.99,507.99,"910,700",2355
"Jan 26, 2024",496.34,499.42,488.74,493.59,493.59,"706,400",2354
"Jan 25, 2024",480.34,493.54,479.24,493.22,493.22,"798,100",2353
"Jan 24, 2024",481,484.28,473.71,478.77,478.77,"560,000",2352
"Jan 23, 2024",480,480.84,474.84,479.9,479.9,"525,400",2351
"Jan 22, 2024",474.52,478.24,471.33,476.9,476.9,"436,900",2350
"Jan 19, 2024",479.68,479.68,468.61,472.57,472.57,"517,100",2349
"Jan 18, 2024",472.24,476.96,470.49,475.5,475.5,"402,100",2348
"Jan 17, 2024",471.63,476.12,470.09,472.76,472.76,"440,100",2347
"Jan 16, 2024",480.97,483.6,475.25,476.01,476.01,"761,100",2346
"Jan 12, 2024",486.59,486.96,480.64,482.08,482.08,"443,200",2345
"Jan 11, 2024",483.84,484.38,475.19,482.83,482.83,"555,300",2344
"Jan 10, 2024",483.5,487.49,478.91,480.91,480.91,"462,900",2343
"Jan 9, 2024",482.6,489.1,482.6,485.06,485.06,"567,900",2342
"Jan 8, 2024",471.59,483.46,469.49,482.96,482.96,"622,700",2341
"Jan 5, 2024",465.53,476.45,464.81,471.12,471.12,"473,500",2340
"Jan 4, 2024",474.61,475.3,468.79,468.92,468.92,"481,300",2339
"Jan 3, 2024",485.18,486.48,472.81,473.82,473.82,"594,800",2338
"Jan 2, 2024",485.25,492.11,483.59,486.61,486.61,"480,700",2337
"Dec 29, 2023",487.73,491.65,486.36,489.99,489.99,"460,800",2336
"Dec 28, 2023",485,487.64,483.14,486.84,486.84,"328,900",2335
"Dec 27, 2023",477.42,483.28,477.42,483.26,483.26,"369,400",2334
"Dec 26, 2023",473.23,477.65,470.72,477.38,477.38,"497,900",2333
"Dec 22, 2023",475.79,476.9,469.27,471.36,471.36,"513,900",2332
"Dec 21, 2023",481,485.33,475.62,477.47,477.47,"581,700",2331
"Dec 20, 2023",485.73,489.65,477.44,477.57,477.57,"530,300",2330
"Dec 19, 2023",490.86,493.54,487.13,489.43,489.43,"505,500",2329
"Dec 18, 2023",490.95,493.18,486.15,488.48,488.48,"517,000",2328
"Dec 15, 2023",492.69,494.54,488,490.63,490.63,"1,071,200",2327
"Dec 14, 2023",494.33,497.41,492.25,494.63,494.63,"671,500",2326
"Dec 13, 2023",493.23,496.92,487.01,493.12,493.12,"689,700",2325
"Dec 12, 2023",485,493.99,482.66,493.03,493.03,"728,800",2324
"Dec 11, 2023",484.76,484.76,477.43,482.64,482.64,"813,100",2323
"Dec 8, 2023",489.38,489.38,481.98,482.16,482.16,"586,000",2322
"Dec 7, 2023",493.86,495.89,486.64,489.85,489.85,"568,400",2321
"Dec 6, 2023",484,497.07,481.5,494.51,494.51,"950,400",2320
"Dec 5, 2023",483.46,488.86,480.26,481.42,481.42,"921,800",2319
"Dec 4, 2023",472.32,487.6,471.79,486.76,486.76,"1,613,700",2318
"Dec 1, 2023",475.2,479.27,465,472.03,472.03,"3,578,600",2317
"Nov 30, 2023",426.75,427.8,419.3,425.99,425.99,"2,126,100",2316
"Nov 29, 2023",418.34,423.45,416.59,420.01,420.01,"918,400",2315
"Nov 28, 2023",414.14,421.22,414,417.96,417.96,"595,000",2314
"Nov 27, 2023",412.75,417.83,411.44,414.75,414.75,"703,800",2313
"Nov 24, 2023",411.94,417.98,411.94,414.72,414.72,"395,900",2312
"Nov 22, 2023",408.71,412.09,405.83,409.49,409.49,"434,300",2311
"Nov 21, 2023",406,407.26,401.01,404.92,404.92,"553,500",2310
"Nov 20, 2023",406.18,408.65,402.63,405.61,405.61,"620,500",2309
"Nov 17, 2023",410.03,410.64,405.75,409.27,409.27,"554,800",2308
"Nov 16, 2023",412.27,416.13,403.42,405.55,405.55,"868,400",2307
"Nov 15, 2023",405.13,417.41,403.83,415.33,415.33,"1,257,600",2306
"Nov 14, 2023",395.45,403.36,393.97,397.93,397.93,"835,900",2305
"Nov 13, 2023",389.18,392.86,387.15,390.5,390.5,"423,400",2304
"Nov 10, 2023",389.34,391.5,385,389.71,389.71,"559,600",2303
"Nov 9, 2023",394.09,396.57,388.52,388.85,388.85,"528,500",2302
"Nov 8, 2023",397.01,401.64,392.48,392.78,392.78,"588,200",2301
"Nov 7, 2023",386.5,396.78,386.5,395.58,395.58,"741,000",2300
"Nov 6, 2023",388.57,393.47,385.34,385.98,385.98,"520,600",2299
"Nov 3, 2023",382.15,387.98,382.15,385.88,385.88,"596,400",2298
"Nov 2, 2023",379.54,385.94,379.54,380.32,380.32,"677,500",2297
"Nov 1, 2023",379.02,379.37,370.25,375.46,375.46,"774,300",2296
"Oct 31, 2023",379.05,383.62,375.04,381.31,381.31,"753,400",2295
"Oct 30, 2023",381.74,387.15,378.92,379.24,379.24,"632,200",2294
"Oct 27, 2023",380.4,385.91,379.51,379.87,379.87,"462,600",2293
"Oct 26, 2023",379.67,383,375.01,379.96,379.96,"557,100",2292
"Oct 25, 2023",380.7,385.11,377.28,377.98,377.98,"624,800",2291
"Oct 24, 2023",374.09,384.45,374.09,379.11,379.11,"901,400",2290
"Oct 23, 2023",371.35,375.57,368.02,373.08,373.08,"787,600",2289
"Oct 20, 2023",373.87,375.88,369.88,371.85,371.85,"674,400",2288
"Oct 19, 2023",371.66,378.94,369.84,372.86,372.86,"766,000",2287
"Oct 18, 2023",382.25,383.04,372.26,372.5,372.5,"776,800",2286
"Oct 17, 2023",385.58,389.45,382.66,383.66,383.66,"630,400",2285
"Oct 16, 2023",382.04,388.21,380.02,387.26,387.26,"724,100",2284
"Oct 13, 2023",383,386.77,379.29,379.43,379.43,"539,100",2283
"Oct 12, 2023",393.78,393.78,380.61,382.73,382.73,"657,800",2282
"Oct 11, 2023",392.38,393.65,386.22,391.3,391.3,"716,300",2281
"Oct 10, 2023",386.31,396.02,385.8,393.02,393.02,"931,500",2280
"Oct 9, 2023",389.49,389.54,379.24,388.46,388.46,"1,631,000",2279
"Oct 6, 2023",386.3,391.22,385.07,389.64,389.64,"1,117,300",2278
"Oct 5, 2023",394.43,395.5,388.37,388.82,388.82,"731,500",2277
"Oct 4, 2023",397.37,399.66,394.07,395.91,395.91,"901,000",2276
"Oct 3, 2023",398.95,400.34,392.66,394.24,394.24,"743,200",2275
"Oct 2, 2023",402.09,406.8,398.78,402.95,402.95,"892,600",2274
"Sep 29, 2023",404.34,404.77,398.26,399.45,399.45,"788,500",2273
"Sep 28, 2023",392.47,400.26,391.3,398.91,398.91,"543,900",2272
"Sep 27, 2023",392.2,395.85,390.95,392.44,392.44,"711,100",2271
"Sep 26, 2023",395.55,396.74,388.45,389.72,389.72,"818,400",2270
"Sep 25, 2023",398,400.61,395.76,398.39,398.39,"616,200",2269
"Sep 22, 2023",404.95,407.13,397.87,398.73,398.73,"660,500",2268
"Sep 21, 2023",409.62,410.96,404.1,404.25,404.25,"664,100",2267
"Sep 20, 2023",413.65,415.19,409.56,411.31,411.31,"467,000",2266
"Sep 19, 2023",405.59,413.06,405.36,411.78,411.78,"687,200",2265
"Sep 18, 2023",411.01,412.62,406.89,407.89,407.89,"812,000",2264
"Sep 15, 2023",418.1,418.88,411.2,413.57,413.57,"777,700",2263
"Sep 14, 2023",414.71,416.39,410.91,415.83,415.83,"628,000",2262
"Sep 13, 2023",416,418.76,412.61,414.2,414.2,"553,500",2261
"Sep 12, 2023",418.14,420.47,413.03,414.43,414.43,"544,100",2260
"Sep 11, 2023",416.63,419.75,412.49,418.38,418.38,"822,100",2259
"Sep 8, 2023",415.84,419.31,412.35,413.71,413.71,"616,000",2258
"Sep 7, 2023",407.24,418.77,407.24,416.94,416.94,"769,100",2257
"Sep 6, 2023",413.18,417.07,408.04,408.49,408.49,"689,000",2256
"Sep 5, 2023",415.07,417.91,411.73,415.49,415.49,"916,000",2255
"Sep 1, 2023",417.01,420,414.14,416.01,416.01,"576,800",2254
"Aug 31, 2023",421.47,423.94,414.63,415.03,415.03,"828,200",2253
"Aug 30, 2023",415.2,425.18,415.12,422.9,422.9,"903,600",2252
"Aug 29, 2023",410.83,416.65,408.26,415.11,415.11,"777,100",2251
"Aug 28, 2023",409,414.82,405.8,410.84,410.84,"1,121,800",2250
"Aug 25, 2023",425.09,425.51,406.02,407.15,407.15,"2,261,400",2249
"Aug 24, 2023",435.83,438.49,421.61,422.74,422.74,"1,794,100",2248
"Aug 23, 2023",428,438.92,423.8,437.96,437.96,"1,221,600",2247
"Aug 22, 2023",442,442,426.86,430.58,430.58,"1,354,000",2246
"Aug 21, 2023",454.59,457.6,444.11,447.91,447.91,"800,100",2245
"Aug 18, 2023",443.21,454.12,443.21,452.93,452.93,"533,500",2244
"Aug 17, 2023",459.82,460.56,446.23,446.67,446.67,"645,000",2243
"Aug 16, 2023",458.2,467.64,457.23,457.46,457.46,"788,200",2242
"Aug 15, 2023",459.01,464.46,456.1,456.2,456.2,"804,700",2241
"Aug 14, 2023",446.78,459.17,446.47,458.56,458.56,"884,500",2240
"Aug 11, 2023",446,447.27,442.97,443.85,443.85,"458,200",2239
"Aug 10, 2023",449.41,455.91,447.04,447.46,447.46,"590,500",2238
"Aug 9, 2023",438.17,448.37,438.17,446.65,446.65,"670,300",2237
"Aug 8, 2023",437.3,441.7,435.79,438.17,438.17,"621,100",2236
"Aug 7, 2023",439.02,441.79,434.33,439.95,439.95,"701,700",2235
"Aug 4, 2023",435.01,444.08,432.26,438.32,438.32,"817,600",2234
"Aug 3, 2023",437.09,440.61,434.48,435.74,435.74,"904,600",2233
"Aug 2, 2023",445.37,445.75,438.13,438.24,438.24,"642,600",2232
"Aug 1, 2023",445,447,440.16,442.25,442.25,"670,400",2231
"Jul 31, 2023",446.16,450.23,443.06,444.8,444.8,"866,000",2230
"Jul 28, 2023",450.05,452.5,444.36,445.39,445.39,"691,500",2229
"Jul 27, 2023",455,457.84,447.5,448.45,448.45,"864,800",2228
"Jul 26, 2023",453.14,456.45,448.13,454.74,454.74,"651,100",2227
"Jul 25, 2023",453.54,456.58,447,451.64,451.64,"1,115,400",2226
"Jul 24, 2023",459.29,460.1,452.22,454.67,454.67,"878,300",2225
"Jul 21, 2023",462.35,466.18,458.22,460.11,460.11,"699,600",2224
"Jul 20, 2023",468.9,470.6,462.13,462.35,462.35,"663,200",2223
"Jul 19, 2023",472.68,474.38,469.29,471.21,471.21,"573,600",2222
"Jul 18, 2023",471.99,476.29,471.17,472.41,472.41,"505,100",2221
"Jul 17, 2023",472,476.67,469.31,472.72,472.72,"507,500",2220
"Jul 14, 2023",475.72,476.38,469.61,472.65,472.65,"601,400",2219
"Jul 13, 2023",486.68,487.16,472.2,472.59,472.59,"713,300",2218
"Jul 12, 2023",485.53,486.72,482.37,484.04,484.04,"454,500",2217
"Jul 11, 2023",479.5,484.71,478.44,483.24,483.24,"506,000",2216
"Jul 10, 2023",473.43,478.96,473.13,478,478,"571,600",2215
"Jul 7, 2023",471.25,476,468.23,471.63,471.63,"530,100",2214
"Jul 6, 2023",476.2,479.06,470.01,470.55,470.55,"652,800",2213
"Jul 5, 2023",471.71,480.56,468.23,479.83,479.83,"789,500",2212
"Jul 3, 2023",470.48,477.82,469.51,477.35,477.35,"464,000",2211
"Jun 30, 2023",468.4,472.87,465.47,470.6,470.6,"781,400",2210
"Jun 29, 2023",464.16,471.04,462.08,465.28,465.28,"653,800",2209
"Jun 28, 2023",462.37,463.52,456.52,462.08,462.08,"899,100",2208
"Jun 27, 2023",462.63,462.89,454.07,462.43,462.43,"837,900",2207
"Jun 26, 2023",455.13,465.65,452.82,463.57,463.57,"788,100",2206
"Jun 23, 2023",455.13,457.3,453.09,453.45,453.45,"709,900",2205
"Jun 22, 2023",449.93,457.86,448.9,455.71,455.71,"703,100",2204
"Jun 21, 2023",450.32,457.37,448.87,450.19,450.19,"996,900",2203
"Jun 20, 2023",447.77,452,442.99,447.09,447.09,"1,084,200",2202
"Jun 16, 2023",454.62,454.62,442.4,447.91,447.91,"1,865,300",2201
"Jun 15, 2023",444.96,452.56,442.46,451.14,451.14,"924,900",2200
"Jun 14, 2023",444,450.83,441.34,443.58,443.58,"1,190,300",2199
"Jun 13, 2023",432.74,445.34,429.36,443.76,443.76,"1,540,000",2198
"Jun 12, 2023",423.84,427.17,420.22,424.91,424.91,"853,500",2197
"Jun 9, 2023",419.03,427.95,419.03,423.62,423.62,"1,160,500",2196
"Jun 8, 2023",414,419.44,410.86,418.94,418.94,"843,400",2195
"Jun 7, 2023",419.45,424.8,414.98,415.55,415.55,"863,600",2194
"Jun 6, 2023",417.59,423.96,416.66,417.49,417.49,"862,100",2193
"Jun 5, 2023",421.34,425.96,418.77,421.01,421.01,"1,048,000",2192
"Jun 2, 2023",405.57,423.77,405.57,422.4,422.4,"1,663,800",2191
"Jun 1, 2023",408.11,409.92,402,403.83,403.83,"1,380,600",2190
"May 31, 2023",410.5,417.41,407.63,409.83,409.83,"2,346,700",2189
"May 30, 2023",417.65,418,403.15,412.2,412.2,"3,395,600",2188
"May 26, 2023",436.11,439.87,417.6,420.27,420.27,"6,078,300",2187
"May 25, 2023",487.21,489.61,481.7,485.12,485.12,"2,104,900",2186
"May 24, 2023",481.62,485.55,476.49,481.43,481.43,"796,300",2185
"May 23, 2023",479.9,481.2,475.09,480.61,480.61,"906,700",2184
"May 22, 2023",491.05,492.21,479.6,480.68,480.68,"1,649,400",2183
"May 19, 2023",508.37,509.93,486.87,491.05,491.05,"1,273,700",2182
"May 18, 2023",503.89,514.34,501.58,513.61,513.61,"731,300",2181
"May 17, 2023",502.78,506.39,500.86,503.95,503.95,"618,800",2180
"May 16, 2023",510.5,512.41,498.55,498.99,498.99,"997,300",2179
"May 15, 2023",513.88,517.93,508.36,515.97,515.97,"679,800",2178
"May 12, 2023",512.84,518.27,509.22,513.88,513.88,"925,700",2177
"May 11, 2023",506.06,512.58,503.59,512.11,512.11,"742,800",2176
"May 10, 2023",509.86,512.89,497.49,504.51,504.51,"755,900",2175
"May 9, 2023",510.8,514.82,508,509.09,509.09,"538,300",2174
"May 8, 2023",522,522.58,513.95,515.73,515.73,"427,700",2173
"May 5, 2023",516.66,523.27,516.28,520.05,520.05,"479,300",2172
"May 4, 2023",523.21,524.26,511.19,514,514,"584,800",2171
"May 3, 2023",519.78,529.55,512.86,523.17,523.17,"762,400",2170
"May 2, 2023",529.53,532.48,519.02,530.94,530.94,"612,500",2169
"May 1, 2023",551.72,556.6,528.65,532.88,532.88,"947,400",2168
"Apr 28, 2023",546.08,551.86,544.51,551.43,551.43,"457,400",2167
"Apr 27, 2023",550,550.74,539.04,547.77,547.77,"530,800",2166
"Apr 26, 2023",539.27,548.63,539.27,547.45,547.45,"495,200",2165
"Apr 25, 2023",545.47,549.66,541.63,541.86,541.86,"525,200",2164
"Apr 24, 2023",539.78,548.56,539.05,547.4,547.4,"475,800",2163
"Apr 21, 2023",544.01,545.95,539,541.37,541.37,"401,600",2162
"Apr 20, 2023",540.85,549.32,540.7,545.05,545.05,"428,100",2161
"Apr 19, 2023",541.68,546.29,539.85,542.03,542.03,"512,100",2160
"Apr 18, 2023",537.08,541.94,535.7,541.52,541.52,"420,700",2159
"Apr 17, 2023",536.24,538.88,531.67,534.33,534.33,"579,300",2158
"Apr 14, 2023",528.2,534.99,526.11,534.66,534.66,"423,000",2157
"Apr 13, 2023",524,530.32,522.44,528.4,528.4,"370,500",2156
"Apr 12, 2023",527.71,531.17,522.36,523.13,523.13,"508,400",2155
"Apr 11, 2023",529.5,532.02,525.68,526.75,526.75,"456,300",2154
"Apr 10, 2023",518.78,529.56,517.16,529.46,529.46,"486,700",2153
"Apr 6, 2023",530,532.42,520.73,520.95,520.95,"737,600",2152
"Apr 5, 2023",544.9,546.29,530.19,534.12,534.12,"826,600",2151
"Apr 4, 2023",551.19,553.06,545.5,546.17,546.17,"633,400",2150
"Apr 3, 2023",546.62,552.46,543.62,551.19,551.19,"551,200",2149
"Mar 31, 2023",538.75,546.47,538.09,545.67,545.67,"769,400",2148
"Mar 30, 2023",527.81,538.3,526.04,536.37,536.37,"658,600",2147
"Mar 29, 2023",533,534.74,525.62,526.33,526.33,"718,600",2146
"Mar 28, 2023",520.52,532.04,520.52,531.79,531.79,"609,900",2145
"Mar 27, 2023",516.46,522.67,514.37,520.45,520.45,"469,400",2144
"Mar 24, 2023",514.8,516.27,507.17,513.98,513.98,"473,500",2143
"Mar 23, 2023",510.82,517.6,508.63,515.74,515.74,"541,000",2142
"Mar 22, 2023",515.65,519.48,509.77,510,510,"699,200",2141
"Mar 21, 2023",514.2,522.28,513.28,515.91,515.91,"659,700",2140
"Mar 20, 2023",507.33,511.32,502.55,510.23,510.23,"997,100",2139
"Mar 17, 2023",511.05,511.14,501.04,506.46,506.46,"1,229,000",2138
"Mar 16, 2023",522.23,525.01,512.02,513.84,513.84,"742,500",2137
"Mar 15, 2023",513.28,524.51,511.01,524.18,524.18,"812,500",2136
"Mar 14, 2023",520.78,525,513.18,518.42,518.42,"718,100",2135
"Mar 13, 2023",516.29,521.86,510.76,513.68,513.68,"774,400",2134
"Mar 10, 2023",522.13,533.24,514.35,521.18,521.18,"1,446,000",2133
"Mar 9, 2023",526.04,533.54,519.5,519.93,519.93,"1,158,700",2132
"Mar 8, 2023",525.93,527.35,517.77,524.1,524.1,"635,500",2131
"Mar 7, 2023",524.98,528.57,523.51,526.04,526.04,"669,000",2130
"Mar 6, 2023",522.37,527.93,521.63,523.4,523.4,"641,200",2129
"Mar 3, 2023",520.14,523.72,518.2,522.06,522.06,"573,200",2128
"Mar 2, 2023",514.79,522.21,511.02,521.12,521.12,"446,900",2127
"Mar 1, 2023",516,518.89,511.21,516.02,516.02,"458,100",2126
"Feb 28, 2023",521.98,527.07,517.62,518.8,518.8,"514,100",2125
"Feb 27, 2023",523.85,529.5,521.92,523.15,523.15,"445,800",2124
"Feb 24, 2023",525.61,527.51,517.05,519.99,519.99,"728,300",2123
"Feb 23, 2023",532,537.52,528.49,531.47,531.47,"537,700",2122
"Feb 22, 2023",525,532.18,524.79,531.11,531.11,"432,500",2121
"Feb 21, 2023",524.24,528.38,523.64,524.94,524.94,"383,100",2120
"Feb 17, 2023",531.35,533.68,528.39,530,530,"419,700",2119
"Feb 16, 2023",523.96,532,521.36,531.56,531.56,"523,800",2118
"Feb 15, 2023",520.67,527.9,520.25,526.56,526.56,"380,100",2117
"Feb 14, 2023",520.81,527.1,520.35,524.65,524.65,"399,400",2116
"Feb 13, 2023",518.99,521.54,515.61,520.18,520.18,"422,200",2115
"Feb 10, 2023",517.4,519.19,512.11,515.75,515.75,"711,100",2114
"Feb 9, 2023",528.06,531.69,521.8,522.08,522.08,"630,100",2113
"Feb 8, 2023",520.8,524.65,520,523.22,523.22,"351,900",2112
"Feb 7, 2023",517,526.08,512.92,524.96,524.96,"542,400",2111
"Feb 6, 2023",518.2,522.42,515.74,518,518,"370,400",2110
"Feb 3, 2023",518.32,521.98,516.02,520.76,520.76,"337,100",2109
"Feb 2, 2023",525.63,528.64,517.05,520.83,520.83,"545,900",2108
"Feb 1, 2023",511.9,525.89,511.25,523.59,523.59,"531,800",2107
"Jan 31, 2023",509.11,514.25,508.13,513.96,513.96,"503,300",2106
"Jan 30, 2023",505.61,512.69,505.41,507.97,507.97,"433,300",2105
"Jan 27, 2023",508.99,511,505.19,505.67,505.67,"439,700",2104
"Jan 26, 2023",505.8,509.05,502.07,506.82,506.82,"391,200",2103
"Jan 25, 2023",500.22,502.83,493.78,502.63,502.63,"299,400",2102
"Jan 24, 2023",498.4,503.04,495.92,501.53,501.53,"555,100",2101
"Jan 23, 2023",494.2,500.95,491.6,500.47,500.47,"417,800",2100
"Jan 20, 2023",488.28,495.94,486.32,491.25,491.25,"589,500",2099
"Jan 19, 2023",496.5,499.81,486.02,488.12,488.12,"628,500",2098
"Jan 18, 2023",495.68,501.44,495.68,500.08,500.08,"544,800",2097
"Jan 17, 2023",490.83,495,488.68,494.59,494.59,"467,700",2096
"Jan 13, 2023",490.42,495.39,489.13,490.99,490.99,"406,500",2095
"Jan 12, 2023",493.1,495.89,488.92,491.83,491.83,"446,800",2094
"Jan 11, 2023",490,495.52,488.68,493.55,493.55,"519,000",2093
"Jan 10, 2023",483.85,489.59,482.01,488.62,488.62,"393,000",2092
"Jan 9, 2023",484.27,490.88,480.41,484.76,484.76,"470,700",2091
"Jan 6, 2023",478.99,489.28,478.89,486.19,486.19,"779,100",2090
"Jan 5, 2023",482.47,490.98,479.56,488.94,488.94,"702,200",2089
"Jan 4, 2023",476.31,483.61,471.33,483.52,483.52,"716,900",2088
"Jan 3, 2023",469.66,473.58,466.62,471.63,471.63,"545,800",2087
"Dec 30, 2022",462.55,469.55,460.55,469.07,469.07,"372,500",2086
"Dec 29, 2022",465.7,469.35,463.77,464.83,464.83,"431,200",2085
